Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Ketel Marte","ARI","2B",878,,,,-3,,-1,5,,1,,,,,,,,1,-1,2.2387743674484133,"Ketel Marte",13613,606466
"David Hamilton","BOS","2B",401.2,,,,0,,0,8,,8,,,,,,,,2,1,2.1989259817723923,"David Hamilton",27531,666152
"Zack Gelof","ATH","2B",233.2,,,,0,,0,1,,1,,,,,,,,2,3,2.0709762483301075,"Zack Gelof",29766,680869
"Curtis Mead","TBR","2B",108.2,,,,0,,0,2,,2,,,,,,,,2,2,1.5946027683813737,"Curtis Mead",23986,678554
"Brayan Rocchio","CLE","2B",418.1,,,,-1,,-1,-1,,-3,,,,,,,,1,0,1.5363437158289814,"Brayan Rocchio",23690,677587
"Jared Triolo","PIT","2B",80,,,,0,,0,3,,3,,,,,,,,2,2,1.4430019308587652,"Jared Triolo",25807,669707
"Ildemaro Vargas","ARI","2B",104.1,,,,0,,0,1,,1,,,,,,,,2,2,1.3127811704844563,"Ildemaro Vargas",13324,545121
"Luisangel Acuña","NYM","2B",434.1,,,,-1,,0,6,,5,,,,,,,,1,0,1.238910274045388,"Luisangel Acuna",26548,682668
"Alex Freeland","LAD","2B",87.1,,,,0,,0,2,,2,,,,,,,,1,1,1.2358173065160107,"Alex Freeland",31665,690976
"Jake Cronenworth","SDP","2B",970.1,,,,-1,,1,-8,,-8,,,,,,,,-1,-2,1.2295673098819184,"Jake Cronenworth",18036,630105
"Brett Wisely","- - -","2B",128,,,,0,,0,2,,2,,,,,,,,1,1,1.189607935600603,"Brett Wisely",27735,689172
"Kody Clemens","- - -","2B",309.1,,,,0,,0,1,,1,,,,,,,,1,1,1.1757350345616935,"Kody Clemens",20572,665019
"Javier Sanoja","MIA","2B",208.2,,,,1,,0,4,,5,,,,,,,,1,1,1.1599707967767432,"Javier Sanoja",28253,691594
"Leo Jiménez","TOR","2B",77,,,,0,,-1,2,,1,,,,,,,,1,1,1.1560812172863795,"Leo Jimenez",23782,677870
"Oswald Peraza","NYY","2B",90,,,,0,,0,1,,1,,,,,,,,1,1,1.1531013835340154,"Oswald Peraza",22823,672724
"Michael Massey","KCR","2B",495,,,,0,,1,1,,2,,,,,,,,0,2,1.10994733732163,"Michael Massey",27684,686681
"Dylan Moore","- - -","2B",210.1,,,,1,,0,4,,5,,,,,,,,1,1,1.0899128924118366,"Dylan Moore",18042,664238
"Tyler Fitzgerald","SFG","2B",561.2,,,,0,,0,7,,7,,,,,,,,0,0,1.0110706235400633,"Tyler Fitzgerald",26208,666149
"Angel Martínez","CLE","2B",230.2,,,,0,,0,-1,,-1,,,,,,,,1,1,0.9705179846485583,"Angel Martinez",26540,682657
"Owen Miller","COL","2B",34,,,,0,,0,0,,0,,,,,,,,1,1,0.9492702623894457,"Owen Miller",24655,680911
"Brice Turang","MIL","2B",1320.2,,,,0,,1,6,,7,,,,,,,,-2,0,0.8702201340514186,"Brice Turang",22186,668930
"Chris Taylor","- - -","2B",62.1,,,,1,,1,0,,2,,,,,,,,1,1,0.8590836751964324,"Chris Taylor",13757,621035
"Javier Báez","DET","2B",42.1,,,,0,,0,1,,1,,,,,,,,1,0,0.7928271496188065,"Javier Baez",12979,595879
"Nolan Gorman","STL","2B",215,,,,0,,0,-1,,-1,,,,,,,,1,0,0.7857223440901449,"Nolan Gorman",22263,669357
"Gabriel Arias","CLE","2B",171.1,,,,1,,0,0,,1,,,,,,,,0,1,0.7840283800497976,"Gabriel Arias",22563,672356
"Chase Meidroth","CHW","2B",450.1,,,,1,,-1,-1,,-1,,,,,,,,0,1,0.7802128730358309,"Chase Meidroth",31580,805367
"Miles Mastrobuoni","SEA","2B",81.2,,,,0,,0,0,,0,,,,,,,,1,1,0.7646013233310596,"Miles Mastrobuoni",20017,670156
"Jose Altuve","HOU","2B",499.1,,,,-1,,1,-8,,-8,,,,,,,,0,-1,0.7563215900048854,"Jose Altuve",5417,514888
"Nick Yorke","PIT","2B",112,,,,0,,0,1,,1,,,,,,,,0,1,0.7505569299164623,"Nick Yorke",27504,694377
"Graham Pauley","MIA","2B",26,,,,0,,0,1,,1,,,,,,,,1,1,0.7296468043049491,"Graham Pauley",31363,688363
"Jordan Westburg","BAL","2B",142,,,,1,,0,0,,1,,,,,,,,1,1,0.7077950303014138,"Jordan Westburg",27815,676059
"Connor Kaiser","ARI","2B",47.1,,,,0,,0,-1,,-1,,,,,,,,1,1,0.678999866230326,"Connor Kaiser",21535,663731
"Nasim Nuñez","WSN","2B",89,,,,0,,-1,2,,1,,,,,,,,1,0,0.6758238230328967,"Nasim Nunez",25979,683083
"Blaze Alexander","ARI","2B",117.1,,,,1,,0,2,,3,,,,,,,,1,1,0.6746450542726136,"Blaze Alexander",23789,677942
"Christian Koss","SFG","2B",339,,,,1,,2,5,,8,,,,,,,,0,1,0.6707366158186551,"Christian Koss",27653,683766
"Paul DeJong","WSN","2B",99,,,,0,,0,-1,,-1,,,,,,,,1,1,0.6654998503658851,"Paul DeJong",18015,657557
"Michael Stefanic","TOR","2B",56,,,,0,,0,1,,1,,,,,,,,1,0,0.6571064868620611,"Michael Stefanic",25353,683021
"Ryan Ritter","COL","2B",242,,,,1,,0,0,,1,,,,,,,,0,1,0.634552366122074,"Ryan Ritter",31500,690022
"Marcelo Mayer","BOS","2B",57,,,,-1,,0,0,,-1,,,,,,,,1,0,0.6221148844645696,"Marcelo Mayer",29668,691785
"Ryan Bliss","SEA","2B",98.2,,,,0,,0,0,,0,,,,,,,,1,1,0.5542302790574877,"Ryan Bliss",29547,669208
"Nick Loftin","KCR","2B",91.1,,,,0,,0,0,,0,,,,,,,,1,0,0.5534909029251206,"Nick Loftin",27630,679845
"Santiago Espinal","CIN","2B",127,,,,-1,,0,0,,-1,,,,,,,,0,0,0.5124361563533688,"Santiago Espinal",19997,669289
"Josh Rojas","CHW","2B",157,,,,0,,0,-1,,-1,,,,,,,,0,1,0.48076557367638073,"Josh Rojas",19734,668942
"Josh Smith","TEX","2B",22,,,,0,,0,1,,1,,,,,,,,1,1,0.4548111392463981,"Josh Smith",26396,669701
"Aaron Schunk","COL","2B",23,,,,0,,0,1,,1,,,,,,,,1,0,0.45350272241568645,"Aaron Schunk",25524,668845
"Tristan Gray","TBR","2B",80,,,,0,,1,1,,2,,,,,,,,0,1,0.36818026104640134,"Tristan Gray",19877,656484
"Austin Martin","MIN","2B",28,,,,0,,0,-1,,-1,,,,,,,,0,0,0.35386583534721644,"Austin Martin",27462,668885
"Luis Guillorme","HOU","2B",19,,,,0,,0,-1,,-1,,,,,,,,0,0,0.3112563745250696,"Luis Guillorme",16451,641645
"Andy Ibáñez","DET","2B",31,,,,0,,0,-1,,-1,,,,,,,,0,1,0.29681725534023917,"Andy Ibanez",18819,628451
"Mason McCoy","SDP","2B",18,,,,0,,0,0,,0,,,,,,,,0,0,0.29392135396153896,"Mason McCoy",22232,669200
"Isiah Kiner-Falefa","TOR","2B",26.1,,,,0,,0,1,,1,,,,,,,,0,0,0.2914239253299295,"Isiah Kiner-Falefa",16512,643396
"Tim Tawa","ARI","2B",186,,,,1,,-1,1,,1,,,,,,,,0,0,0.28899282044327446,"Tim Tawa",29571,694374
"Nick Allen","ATL","2B",25,,,,0,,0,0,,0,,,,,,,,0,0,0.28278210115222735,"Nick Allen",22277,669397
"Ceddanne Rafaela","BOS","2B",165,,,,0,,-1,2,,1,,,,,,,,0,0,0.26251720538510837,"Ceddanne Rafaela",24262,678882
"Chad Stevens","LAA","2B",24,,,,0,,0,1,,1,,,,,,,,0,0,0.26172452876518315,"Chad Stevens",29614,677060
"Brendan Rodgers","HOU","2B",285.2,,,,1,,-1,2,,2,,,,,,,,0,0,0.23945337867059308,"Brendan Rodgers",17907,663898
"Tsung-Che Cheng","PIT","2B",6,,,,0,,0,0,,0,,,,,,,,0,0,0.2348347513529757,"Tsung-Che Cheng",28344,691907
"Will Wagner","- - -","2B",12,,,,0,,0,0,,0,,,,,,,,0,0,0.23435091898303542,"Will Wagner",29634,695238
"Enrique Hernández","LAD","2B",83,,,,0,,-1,4,,3,,,,,,,,0,1,0.21745216248611338,"Enrique Hernandez",10472,571771
"Taylor Walls","TBR","2B",29,,,,0,,0,1,,1,,,,,,,,0,0,0.1938132871139132,"Taylor Walls",22458,670764
"Garrett Hampson","- - -","2B",83,,,,0,,0,0,,0,,,,,,,,0,0,0.17715626901331713,"Garrett Hampson",19262,641658
"Coco Montes","TBR","2B",16,,,,0,,0,1,,1,,,,,,,,0,0,0.17179689286730163,"Coco Montes",21547,663796
"Cody Freeman","TEX","2B",171,,,,-1,,-1,0,,-2,,,,,,,,0,-1,0.16650138251060692,"Cody Freeman",25629,683227
"Enmanuel Valdez","PIT","2B",20,,,,0,,0,0,,0,,,,,,,,0,0,0.16649789831182926,"Enmanuel Valdez",21716,665839
"Luis Vázquez","BAL","2B",27,,,,0,,0,0,,0,,,,,,,,0,0,0.1615627700316652,"Luis Vazquez",23442,676679
"Jacob Amaya","CHW","2B",4,,,,0,,0,1,,1,,,,,,,,0,0,0.13317830776804007,"Jacob Amaya",23296,676070
"Jon Berti","CHC","2B",50,,,,1,,0,1,,2,,,,,,,,0,1,0.125769739415393,"Jon Berti",12037,542932
"Jeremiah Jackson","BAL","2B",1,,,,0,,0,0,,0,,,,,,,,0,0,0.09083102525877822,"Jeremiah Jackson",22239,669236
"Tyler Callihan","CIN","2B",3,,,,0,,0,0,,0,,,,,,,,0,0,0.0883355335874502,"Tyler Callihan",27497,682997
"Kyle Farmer","COL","2B",238.1,,,,2,,0,-2,,0,,,,,,,,-1,1,0.08387736675798985,"Kyle Farmer",14813,571657
"Pedro Pagés","STL","2B",4,,,,0,,0,0,,0,,,,,,,,0,0,0.08194562635235994,"Pedro Pages",25782,686780
"Ryan Fitzgerald","MIN","2B",47.2,,,,0,,0,0,,0,,,,,,,,0,0,0.07963793759429055,"Ryan Fitzgerald",24622,680837
"Myles Straw","TOR","2B",2,,,,0,,0,0,,0,,,,,,,,0,0,0.06889838780844004,"Myles Straw",17620,664702
"Jonah Bride","MIN","2B",7,,,,0,,0,0,,0,,,,,,,,0,0,0.02360792778238345,"Jonah Bride",24703,681146
"José Barrero","STL","2B",8,,,,0,,0,0,,0,,,,,,,,0,0,0.02004440935006619,"Jose Barrero",23378,676480
"Vidal Bruján","CHC","2B",12,,,,0,,0,0,,0,,,,,,,,0,0,0.01649301485394388,"Vidal Brujan",20536,660644
"Donovan Solano","TEX","2B",9.2,,,,0,,0,0,,0,,,,,,,,0,0,0.013479838625288475,"Donovan Solano",8623,456781
"Spencer Horwitz","PIT","2B",6,,,,0,,0,0,,0,,,,,,,,,,0.010288062,"Spencer Horwitz",26477,687462
"Matt Shaw","CHC","2B",6,,,,0,,0,-1,,-1,,,,,,,,,,0.010288062,"Matt Shaw",33322,807713
"Buddy Kennedy","TOR","2B",5,,,,0,,0,0,,0,,,,,,,,,,0.008573385,"Buddy Kennedy",22505,671083
"Christopher Morel","TBR","2B",3,,,,0,,0,0,,0,,,,,,,,,,0.005144031,"Christopher Morel",21897,666624
"Nick Solak","PIT","2B",2,,,,0,,0,0,,0,,,,,,,,,,0.003429354,"Nick Solak",19294,669256
"Terrin Vavra","BAL","2B",2,,,,0,,0,0,,0,,,,,,,,,,0.003429354,"Terrin Vavra",24400,679631
"Isaac Collins","MIL","2B",2,,,,0,,0,0,,0,,,,,,,,,,0.003429354,"Isaac Collins",25477,686555
"Liover Peguero","PIT","2B",44,,,,0,,0,0,,0,,,,,,,,0,0,0.0030167274053718024,"Liover Peguero",24273,678894
"Ty France","MIN","2B",1,,,,0,,0,0,,0,,,,,,,,,,0.001714677,"Ty France",17982,664034
"Jahmai Jones","DET","2B",1,,,,0,,0,0,,0,,,,,,,,,,0.001714677,"Jahmai Jones",18872,663330
"Nicky Lopez","CHC","2B",1,,,,0,,0,0,,0,,,,,,,,,,0.001714677,"Nicky Lopez",19339,670032
"Freddy Fermin","KCR","2B",1,,,,0,,0,0,,0,,,,,,,,,,0.001714677,"Freddy Fermin",21840,666023
"DJ LeMahieu","NYY","2B",324,,,,0,,1,0,,1,,,,,,,,-1,0,0.0013808026751861435,"DJ LeMahieu",9874,518934
"Brett Baty","NYM","2B",373,,,,0,,2,1,,3,,,,,,,,-1,-2,0.00107595591805687,"Brett Baty",26123,683146
"Davis Schneider","TOR","2B",127.2,,,,0,,0,0,,0,,,,,,,,0,0,-0.053480295041925086,"Davis Schneider",23565,676914
"Nick Sogard","BOS","2B",65,,,,0,,0,0,,0,,,,,,,,0,0,-0.07717937500902561,"Nick Sogard",25483,686765
"Ha-Seong Kim","TBR","2B",43,,,,0,,0,0,,0,,,,,,,,0,0,-0.0833621541100847,"Ha-Seong Kim",27506,673490
"Romy Gonzalez","BOS","2B",288,,,,-1,,0,0,,-1,,,,,,,,-1,-1,-0.08891971435155271,"Romy Gonzalez",21562,663853
"Pablo Reyes","NYY","2B",27.2,,,,0,,0,-1,,-1,,,,,,,,0,0,-0.11113704917361053,"Pablo Reyes",16357,622569
"Zach McKinstry","DET","2B",31,,,,0,,0,1,,1,,,,,,,,0,-1,-0.14128443550294828,"Zach McKinstry",19392,656716
"Brice Matthews","HOU","2B",109,,,,0,,0,1,,1,,,,,,,,0,-1,-0.1857161416406106,"Brice Matthews",33280,694728
"Andruw Monasterio","MIL","2B",68,,,,0,,0,2,,2,,,,,,,,0,-1,-0.22839422959618283,"Andruw Monasterio",19455,655316
"José Tena","WSN","2B",39,,,,-1,,0,-1,,-2,,,,,,,,-1,-1,-0.3556143404848807,"Jose Tena",23691,677588
"Tyler Wade","SDP","2B",44,,,,0,,0,0,,0,,,,,,,,0,-1,-0.3796047566539077,"Tyler Wade",15730,642180
"Jorbit Vivas","NYY","2B",102,,,,0,,1,-1,,0,,,,,,,,-1,-1,-0.38741140796677764,"Jorbit Vivas",23917,678391
"Tyler Tolbert","KCR","2B",11,,,,0,,0,1,,1,,,,,,,,-1,0,-0.39265377495915277,"Tyler Tolbert",25779,686475
"Caleb Durbin","MIL","2B",43.1,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.39659596230717303,"Caleb Durbin",29646,702332
"Thairo Estrada","COL","2B",336,,,,1,,1,-4,,-2,,,,,,,,-1,0,-0.409496938632423,"Thairo Estrada",16426,642731
"Scott Kingery","LAA","2B",53,,,,-1,,0,-1,,-2,,,,,,,,-1,0,-0.40988506021779,"Scott Kingery",17975,664068
"Shay Whitcomb","HOU","2B",35,,,,0,,0,-1,,-1,,,,,,,,-1,0,-0.41374977381545625,"Shay Whitcomb",27789,694376
"Vinny Capra","- - -","2B",17.2,,,,0,,0,0,,0,,,,,,,,-1,0,-0.43881951187144674,"Vinny Capra",25040,681962
"Luke Keaschall","MIN","2B",360,,,,0,,0,1,,1,,,,,,,,-2,-1,-0.4962483031002415,"Luke Keaschall",33321,807712
"Sam Haggerty","TEX","2B",8,,,,0,,0,0,,0,,,,,,,,-1,0,-0.5034225293628761,"Sam Haggerty",18054,664059
"Jorge Mateo","BAL","2B",49,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.5054897919540604,"Jorge Mateo",17273,622761
"Donovan Walton","PHI","2B",18,,,,0,,0,0,,0,,,,,,,,-1,-1,-0.5526648503599029,"Donovan Walton",19314,622268
"Cavan Biggio","KCR","2B",10.1,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.5812510795107781,"Cavan Biggio",19252,624415
"Jonathan Ornelas","TEX","2B",3,,,,0,,0,0,,0,,,,,,,,-1,-1,-0.5814445913798618,"Jonathan Ornelas",24597,680716
"Mickey Gasper","MIN","2B",12,,,,0,,0,0,,0,,,,,,,,-1,-1,-0.6301587623023464,"Mickey Gasper",24759,681508
"Jack Winkler","MIA","2B",25,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.6311252276553881,"Jack Winkler",29830,676466
"Colt Keith","DET","2B",184.2,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.6604659723305457,"Colt Keith",27899,690993
"Nick Maton","CHW","2B",3,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.6765146753280339,"Nick Maton",21635,665155
"Christian Moore","LAA","2B",411.2,,,,0,,1,-4,,-3,,,,,,,,-2,-1,-0.6830434159990353,"Christian Moore",34979,695681
"César Prieto","STL","2B",9,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.7088827566480447,"Cesar Prieto",30163,693409
"Logan Davidson","ATH","2B",8,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.7159128595941388,"Logan Davidson",25844,669722
"José Caballero","- - -","2B",145.1,,,,0,,0,1,,1,,,,,,,,-1,-2,-0.7595295818592596,"Jose Caballero",23401,676609
"Kevin Newman","LAA","2B",30,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.7658757162239492,"Kevin Newman",17696,621028
"Ezequiel Duran","TEX","2B",86.2,,,,0,,0,1,,1,,,,,,,,-1,-1,-0.7783804681768659,"Ezequiel Duran",23733,677649
"Leo Rivas","SEA","2B",198,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.8422435191989252,"Leo Rivas",21009,660844
"Richie Palacios","TBR","2B",31,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.8627668541323087,"Richie Palacios",24589,680700
"Will Wilson","CLE","2B",107,,,,-1,,0,-1,,-2,,,,,,,,-2,-1,-0.8782280630593384,"Will Wilson",25434,669717
"Maximo Acosta","MIA","2B",44,,,,0,,0,-1,,-1,,,,,,,,-1,-1,-0.9214281951223747,"Maximo Acosta",27963,691185
"Weston Wilson","PHI","2B",79,,,,-1,,0,-1,,-2,,,,,,,,-1,-1,-0.9635194742683031,"Weston Wilson",19358,642215
"Ozzie Albies","ATL","2B",1387,,,,-1,,1,-3,,-3,,,,,,,,-4,-4,-0.9746060790492761,"Ozzie Albies",16556,645277
"Lenyn Sosa","CHW","2B",745.1,,,,1,,-2,-9,,-10,,,,,,,,-3,-2,-1.0322217423519005,"Lenyn Sosa",22896,672820
"Ronny Mauricio","NYM","2B",49,,,,0,,0,-1,,-1,,,,,,,,-2,-1,-1.0964104099399665,"Ronny Mauricio",23698,677595
"Jorge Polanco","SEA","2B",287.1,,,,-1,,0,-1,,-2,,,,,,,,-2,-3,-1.1450705834380943,"Jorge Polanco",13152,593871
"Otto Kemp","PHI","2B",16,,,,0,,0,-1,,-1,,,,,,,,-2,-2,-1.3945016007925033,"Otto Kemp",31792,805249
"Jordan Lawlar","ARI","2B",37,,,,0,,0,-2,,-2,,,,,,,,-2,-1,-1.3987443410528364,"Jordan Lawlar",29976,691783
"Luis Arraez","SDP","2B",82,,,,0,,0,-2,,-2,,,,,,,,-2,-1,-1.416699209965571,"Luis Arraez",18568,650333
"Gleyber Torres","DET","2B",1146.1,,,,0,,-2,-2,,-4,,,,,,,,-4,-3,-1.4199678919743008,"Gleyber Torres",16997,650402
"Maikel Garcia","KCR","2B",66,,,,0,,0,-2,,-2,,,,,,,,-2,-2,-1.4250384464135284,"Maikel Garcia",22715,672580
"Darell Hernaiz","ATH","2B",97.2,,,,0,,-1,-2,,-3,,,,,,,,-2,-2,-1.4625349359077182,"Darell Hernaiz",26224,687231
"Adael Amador","COL","2B",309.1,,,,-1,,-1,-5,,-7,,,,,,,,-3,-2,-1.5029938980835182,"Adael Amador",27962,691182
"Luis Urías","ATH","2B",711.1,,,,2,,0,-4,,-2,,,,,,,,-4,-2,-1.5936991695612315,"Luis Urias",16622,649966
"Casey Schmitt","SFG","2B",431,,,,0,,0,-4,,-4,,,,,,,,-3,-2,-1.6001426993500445,"Casey Schmitt",27577,669477
"Amed Rosario","- - -","2B",124,,,,0,,0,-2,,-2,,,,,,,,-3,-2,-1.6183488331624611,"Amed Rosario",15518,642708
"Brooks Baldwin","CHW","2B",46.2,,,,-1,,-1,-2,,-4,,,,,,,,-2,-3,-1.6624427157871207,"Brooks Baldwin",31394,681460
"Brooks Lee","MIN","2B",253,,,,0,,0,-2,,-2,,,,,,,,-3,-2,-1.6755490638826736,"Brooks Lee",31595,686797
"Gavin Lux","CIN","2B",124.1,,,,0,,0,-4,,-4,,,,,,,,-3,-2,-1.7783011320543414,"Gavin Lux",19955,666158
"Willi Castro","- - -","2B",264.2,,,,-1,,0,-4,,-5,,,,,,,,-3,-3,-1.7992946039225393,"Willi Castro",17338,650489
"Jose Iglesias","SDP","2B",307.2,,,,0,,-1,-4,,-5,,,,,,,,-4,-2,-2.2944073884968237,"Jose Iglesias",10231,578428
"Max Muncy","ATH","2B",185,,,,-1,,-1,-1,,-3,,,,,,,,-4,-4,-2.418809275286665,"Max Muncy",29779,691777
"Edouard Julien","MIN","2B",186,,,,0,,-1,-2,,-3,,,,,,,,-4,-4,-2.773620362881088,"Edouard Julien",27534,666397
"Thomas Saggese","STL","2B",289,,,,1,,0,-4,,-3,,,,,,,,-5,-4,-3.3686476976367232,"Thomas Saggese",27883,695336
"Jonathan India","KCR","2B",591,,,,1,,0,-3,,-2,,,,,,,,-6,-4,-3.3953240357638554,"Jonathan India",21523,663697
"Luis García Jr.","WSN","2B",1077.1,,,,0,,1,-18,,-17,,,,,,,,-7,-4,-3.4336922562005276,"Luis Garcia Jr.",20391,671277
"Tyler Freeman","COL","2B",109,,,,0,,0,-4,,-4,,,,,,,,-5,-4,-3.7463757712288506,"Tyler Freeman",22532,671289
"Ronny Simon","MIA","2B",60,,,,0,,0,-6,,-6,,,,,,,,-5,-4,-3.822293997590424,"Ronny Simon",25346,682927
"Jackson Holliday","BAL","2B",1202.2,,,,0,,1,-11,,-10,,,,,,,,-8,-6,-3.91162583914164,"Jackson Holliday",31781,702616
"Kristian Campbell","BOS","2B",471.2,,,,-3,,-2,-11,,-16,,,,,,,,-8,-10,-5.512375388518753,"Kristian Campbell",33644,692225
"Cole Young","SEA","2B",621,,,,0,,0,1,,1,,,,,,,,-9,-7,-5.6499494112587225,"Cole Young",31680,702284
"Brandon Lowe","TBR","2B",1015.1,,,,2,,1,-17,,-14,,,,,,,,-14,-10,-8.670875647864667,"Brandon Lowe",18882,664040
