Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"CJ Kayfus","CLE","RF",205,,,,,0,0,0,,0,,,,,,,,-2,-2,-2.6110964757106947,"CJ Kayfus",33704,692216
"Giancarlo Stanton","NYY","RF",97,,,,,0,-1,-2,,-3,,,,,,,,-2,-3,-2.8110866675311703,"Giancarlo Stanton",4949,519317
"Cam Smith","HOU","RF",1079.1,,,,,2,0,10,,12,,,,,,,,1,0,-2.8203092885664223,"Cam Smith",35108,701358
"Anthony Santander","TOR","RF",123,,,,,-1,0,-1,,-2,,,,,,,,-2,-2,-2.8339881820525465,"Anthony Santander",14551,623993
"Kyle Tucker","CHC","RF",1001.2,,,,,-1,1,-1,,-1,,,,,,,,-2,0,-3.042651998429976,"Kyle Tucker",18345,663656
"Jhonkensy Noel","CLE","RF",300,,,,,3,0,-5,,-2,,,,,,,,-2,-2,-3.0640580544960594,"Jhonkensy Noel",24257,678877
"Leody Taveras","SEA","RF",214,,,,,-1,0,2,,1,,,,,,,,-1,-2,-3.0715209653698787,"Leody Taveras",18900,665750
"Randal Grichuk","- - -","RF",232.1,,,,,0,0,-2,,-2,,,,,,,,-3,-2,-3.082070930910537,"Randal Grichuk",10243,545341
"Victor Robles","SEA","RF",240.1,,,,,-2,-1,0,,-3,,,,,,,,0,-3,-3.3708152755873275,"Victor Robles",18363,645302
"Kerry Carpenter","DET","RF",413.2,,,,,0,-1,0,,-1,,,,,,,,-3,-2,-3.4693831524570324,"Kerry Carpenter",25961,681481
"Brent Rooker","ATH","RF",162,,,,,0,0,-3,,-3,,,,,,,,-3,-3,-3.4985754752318234,"Brent Rooker",19627,667670
"Dylan Moore","- - -","RF",158.2,,,,,-1,-1,-3,,-5,,,,,,,,-3,-3,-3.5100371872992477,"Dylan Moore",18042,664238
"Ramón Laureano","- - -","RF",365,,,,,4,0,0,,4,,,,,,,,-5,-3,-3.8556073781911593,"Ramon Laureano",17128,657656
"Heston Kjerstad","BAL","RF",162,,,,,-1,1,-3,,-3,,,,,,,,-4,-4,-4.1232296135894755,"Heston Kjerstad",31166,677008
"Johnathan Rodríguez","CLE","RF",174.1,,,,,-1,-2,-2,,-5,,,,,,,,-4,-4,-4.156012081805526,"Johnathan Rodriguez",22530,671286
"Matt Wallner","MIN","RF",654.1,,,,,0,1,-7,,-6,,,,,,,,-4,-2,-4.156593023956216,"Matt Wallner",26466,670242
"Luis Matos","SFG","RF",256,,,,,0,-1,0,,-1,,,,,,,,-4,-3,-4.159441578092933,"Luis Matos",26467,682641
"Hunter Renfroe","KCR","RF",241.1,,,,,-1,0,-4,,-5,,,,,,,,-1,-3,-4.180157530553114,"Hunter Renfroe",15464,592669
"Nolan Jones","CLE","RF",621.2,,,,,3,-1,-4,,-2,,,,,,,,-5,-2,-4.236899882559436,"Nolan Jones",20529,666134
"Trevor Larnach","MIN","RF",310,,,,,-2,0,0,,-2,,,,,,,,-1,-3,-4.304603928439584,"Trevor Larnach",21501,663616
"Alec Burleson","STL","RF",261,,,,,-1,-1,1,,-1,,,,,,,,-3,-4,-4.420614657047967,"Alec Burleson",27615,676475
"Joshua Palacios","CHW","RF",231.1,,,,,-2,-2,-4,,-8,,,,,,,,-3,-4,-4.6996604649086295,"Joshua Palacios",19818,641943
"Jorge Soler","LAA","RF",315.2,,,,,-1,0,-4,,-5,,,,,,,,-4,-4,-5.1997797701910216,"Jorge Soler",14221,624585
"Dominic Canzone","SEA","RF",539.1,,,,,-1,-1,0,,-2,,,,,,,,-2,-4,-5.556475558172094,"Dominic Canzone",26438,686527
"Tyler O'Neill","BAL","RF",295,,,,,-1,-1,-5,,-7,,,,,,,,-4,-5,-5.651252219092735,"Tyler O'Neill",15711,641933
"George Springer","TOR","RF",283.2,,,,,-2,0,-4,,-6,,,,,,,,-5,-6,-6.367364721805688,"George Springer",12856,543807
"Jo Adell","LAA","RF",535,,,,,0,-1,0,,-1,,,,,,,,-4,-5,-6.888590711126339,"Jo Adell",20220,666176
"Bryan Reynolds","PIT","RF",1004,,,,,-3,-1,5,,1,,,,,,,,-2,-4,-7.311628313252264,"Bryan Reynolds",19326,668804
"Josh Lowe","TBR","RF",854.1,,,,,0,-1,-2,,-3,,,,,,,,-4,-5,-7.840421161528646,"Josh Lowe",19953,666139
"Tyler Freeman","COL","RF",508.1,,,,,0,-2,-8,,-10,,,,,,,,-8,-6,-7.917554753465688,"Tyler Freeman",22532,671289
"Jac Caglianone","KCR","RF",402.1,,,,,1,2,-7,,-4,,,,,,,,-7,-7,-8.025108369457818,"Jac Caglianone",35041,695506
"Daylen Lile","WSN","RF",445.1,,,,,-3,-1,-6,,-10,,,,,,,,-6,-7,-8.540316456457571,"Daylen Lile",29995,695734
"Jordan Walker","STL","RF",885.1,,,,,-4,0,-7,,-11,,,,,,,,-4,-6,-8.918796514216652,"Jordan Walker",27475,691023
"Mickey Moniak","COL","RF",510,,,,,-5,-2,-5,,-12,,,,,,,,-6,-8,-9.474021453080685,"Mickey Moniak",19956,666160
"Ronald Acuña Jr.","ATL","RF",779.2,,,,,0,-1,-11,,-12,,,,,,,,-11,-8,-10.754779101652547,"Ronald Acuna Jr.",18401,660670
"Teoscar Hernández","LAD","RF",1106,,,,,1,0,0,,1,,,,,,,,-9,-9,-12.24095748162615,"Teoscar Hernandez",13066,606192
"Nick Castellanos","PHI","RF",1208.1,,,,,-2,0,-9,,-11,,,,,,,,-12,-12,-15.784533256601065,"Nick Castellanos",11737,592206
"Juan Soto","NYM","RF",1374,,,,,0,1,-8,,-7,,,,,,,,-12,-13,-16.90314667607741,"Juan Soto",20123,665742
